,x1,x2,x3,x4,x5,x6,x7,x8,x9,y,x10,x11,x12,x13,x14,x15
98,0.369406092,14.941779078000001,183.612041472,0.072780414,0.038700618,0.050161698000000005,244,0,-969,1,223.3932228765653,33936.6385355312,33713.51823437625,0.00679472649559332,0.004013933779825129,0.0078131846082546
99,34.985693694,-3.2489646960000003,-140.37064075199999,0.212917482,4.627770336,10.606239438,-39,-38,-1047,3,1234.5545348462456,19714.472556722892,20927.91554837743,21.461592136902773,133.90857329894808,112.53764887032776
100,34.890210630000006,-3.6627441660000004,-137.58278847,0.417804288,5.140267608,10.594526232000002,-36,-38,-1072,3,1230.7424926313324,18942.43937800633,20146.35048098653,26.596911504925234,138.6663371623902,112.41854650360733
101,34.831831458,-3.9597094079999997,-134.739689826,0.594270732,5.6918384159999995,10.517552196,-37,-38,-1100,3,1228.9357813143222,18170.46331300249,19368.040497125203,32.7501822567652,143.01592874943782,110.97206189849625
102,34.779732228,-4.1366033280000005,-131.833519938,0.617925468,6.251885892000001,10.484648646,-39,-39,-1128,3,1226.7412609446026,17397.188466336265,18589.706753094426,39.46790909059166,149.01393443665827,110.30968911407265
103,34.707598686000004,-4.2160628760000005,-128.866968156,0.557811072,6.640712322000001,10.483353138,-40,-38,-1152,3,1222.3925927228147,16624.470667893907,17811.312888267952,44.410213335608425,153.9997531595771,110.21184620806024
104,34.609351158,-4.220347254,-125.874896052,0.426668262,6.944715234,10.385163726,-43,-38,-1169,3,1215.6185185221016,15862.30078704615,17042.29664367956,48.41111548714977,156.0806952971779,108.0336714216243
105,34.484707116,-4.158465564,-122.861280444,0.33027973200000005,7.170989958000001,10.337415936000001,-46,-38,-1183,3,1206.487860723275,15112.187068186191,16284.089257215517,51.53218167910685,158.28526521160364,106.97125293523678
106,34.332751038,-4.055690022,-119.830877778,0.20298601800000002,7.298924622,10.316508114,-45,-37,-1193,3,1195.1864153918402,14375.887890600527,15538.177062883266,53.315503961141346,159.7046403038657,106.47154298973132
107,34.175223114000005,-3.931783584,-116.809616088,0.22164878400000002,7.300682364,10.22165805,-42,-37,-1197,3,1183.404797043092,13659.94533277736,14812.432285517629,53.34909116346931,157.78225627115043,104.53142147457848
108,0.02893359,14.935261308,-101.072430612,-0.001324464,0.055668396,0.058257462,244,0,-970,0,223.06286749087212,10438.698260155797,10215.637066970186,0.0031007245181001123,0.006492902191894261,0.0033956860835687402
109,-1.242466608,-2.033600808,124.74567890399999,0.081684648,0.13688338200000003,0.14523462,-20,27,-998,1,5.679255518293279,15565.619937466166,15563.028128491862,0.025409441986641836,0.03983015511430234,0.027765476565428306
110,0.36724037400000004,14.940667746,183.616147044,0.05642222400000001,0.02916849,0.052288002,244,0,-970,1,223.3584181886604,33938.113007980195,33715.02432077613,0.0040342681699862765,0.003584835962032104,0.005917502514258181
111,34.030008318,-3.781358598,-113.803396224,0.200687742,7.288691106000001,10.158404412,-38,-37,-1198,3,1172.3401389698176,12965.511664963406,14109.254458239886,53.165293608472574,156.31819823642456,103.23345576753012
112,33.89246106,-3.623408676,-110.80403566199999,0.307317618,7.266659886,10.151411892,-42,-36,-1199,3,1161.8280071369286,12290.663409419078,13426.233235689382,52.89879001713473,155.85550929984058,103.14560751937223
113,33.808768986000004,-3.459338172,-107.812435626,0.504563472,7.248219696,10.07941425,-43,-35,-1200,3,1154.999880936972,11635.48829619865,12766.55413595911,52.79127305875902,154.13128038458535,101.84917592037974
114,33.77619266400001,-3.291623442,-104.843573568,0.67195209,7.20071286,10.025443734000001,-42,-36,-1198,3,1151.665975759572,11003.009703392552,12133.006109384276,52.30178530342476,152.35978775576928,100.96104167485525
115,33.7697196,-3.129198702,-101.884067058,0.68355588,7.201854588,10.038324594,-43,-36,-1198,3,1150.1858463792228,10390.155004795639,11520.757082141665,52.33395814777922,152.6346701612019,101.23520929558785
116,33.784149888,-2.969404308,-98.922765252,0.7821591360000001,7.185355422,10.068351029999999,-43,-36,-1198,3,1150.1861455992196,9794.53084704667,10927.08226875715,52.24110545449306,153.00102500376684,101.9834653773303
117,33.843834402000006,-2.8221816540000004,-95.966184138,0.90549465,7.134325506000001,10.080601571999999,-41,-36,-1196,3,1153.3698363181732,9217.473207296698,10354.913625038522,51.718520986740785,152.51712847897102,102.43844861458747
118,33.935723304,-2.691713646,-93.01951647,0.939679296,7.104690222,10.053238572000001,-41,-36,-1193,3,1158.8786385177114,8659.875766664663,9804.26376047825,51.35962032991347,151.54422893613105,101.95060296487968
119,34.03375983,-2.57983893,-90.07727623199999,0.955828878,7.064944356,10.076667666,-38,-36,-1190,3,1164.9523770708654,8120.571262280773,9272.212501542152,50.827047597394994,151.45267000438616,102.45284009502863
120,34.1561079,-2.4686193480000003,-87.13562965199999,1.1385429660000002,7.100251614,10.062114,-40,-37,-1190,3,1172.7337883617624,7598.712036335821,8759.257661726942,51.709853067537686,151.65971113110558,102.54241823442406
121,0.031772616000000004,14.943965076000001,-101.057395938,-0.014231562,0.052522572000000003,0.07279756799999999,244,0,-969,0,223.3231016918352,10435.919365962407,10212.598283268826,0.0029611579264550284,0.008058106476209807,0.005502023263674467
122,34.332053664,-2.353376226,-84.17180299799999,1.363140306,7.147395906,10.159575642,-42,-37,-1191,3,1184.2282884488777,7090.430799595222,8263.582328721895,52.94341973094733,154.30224546262528,105.07512871936149
123,34.552391766,-2.2552621380000004,-81.195416448,1.380251796,7.051012068,10.18362522,-39,-38,-1186,3,1198.953984062241,6597.781859475246,7786.563428915294,51.62186620344286,153.4229938045017,105.61131764178127
124,34.742646216000004,-2.1897149820000004,-78.226017954,1.1818807560000002,6.945670548000001,10.234951974,-35,-38,-1178,3,1211.8463177925348,6124.104736641925,7326.361351029669,49.63918148275776,152.99658127144113,106.15108403148962
125,34.909057620000006,-2.148528546,-75.25202035800001,1.130499804,6.992620824,10.277489124,-35,-39,-1177,3,1223.2584788294573,5667.4827428738245,6881.508871877328,50.17477579508248,154.52352868217673,106.90481250078233
126,35.07180333,-2.109144108,-72.26140737600001,1.1346080520000001,7.080988884,10.299108623999999,-34,-39,-1180,3,1234.4798776865105,5226.1594848285395,6451.742384778428,51.4277390069948,156.2120420242827,107.35897388061439
127,35.243718624,-2.0662233960000003,-69.253070352,1.174393596,7.105109094,10.349788962,-35,-39,-1180,3,1246.3889815698624,4800.257032301239,6038.107455626745,51.86177555596732,157.60070679557853,108.49733187626285
128,35.413398744000006,-2.0329624440000003,-66.23272419,1.116736608,7.144777626,10.416558978000001,-33,-40,-1181,3,1258.2417469002555,4390.906689927326,5640.882564230153,52.29494797663754,159.5525482671426,109.75180159379977
129,35.575207469999995,-2.008966284,-63.2035017,1.0935897,7.1462211,10.422855018,-30,-40,-1181,3,1269.6313320637921,3998.7185726721514,5260.278013675446,52.2644144420313,159.704382736333,109.83184515819387
130,35.728558301999996,-2.003509554,-60.168793199999996,1.053211056,7.2045730080000006,10.47212541,-28,-40,-1181,3,1280.5439288723821,3624.2977256773347,4896.813553483778,53.01512575608281,161.57128283036985,110.77466413124831
131,0.068499042,15.068612694,-100.460793972,0.011143134,0.044565426000000005,0.059917842,244,0,-969,0,227.06778064053287,10319.434214006411,10092.375817603388,0.0021102466299034324,0.0055762249844984405,0.00371431722527892
